Monthly Rent,Location,Bedrooms,Bathrooms,Receptions,Description,Nearest Station,Distance (miles),Long Description,Available,Link
2578.0,"335 Strand, London WC2R",1.0,1.0,,1 bed flat ,Temple,0.2 ,Spacious 720 square feet one bedroom flat in sought after grade 2 listed building located on the Strand. Marconi House has an impressive reception foyer with a 24 hour concierge desk and residents have use of the neighbouring hotel's fitness suite,Available immediately,https://www.zoopla.co.uk/to-rent/details/55929991
2448.0,"6-8 Charles Clowes Walk, The Residence, Nine Elms, Nine Elms SW11",1.0,1.0,1.0,1 bed flat ,Pimlico,0.5 ,"An impressive interior designed 552 Sq Ft one-bedroom, one-bathroom apartment located in Thornes House forming part of The Residence Collection in Nine Elms on London’s iconic South Bank.",Available immediately,https://www.zoopla.co.uk/to-rent/details/55929962
1300.0,"Heddington Grove, Caledonian Road Islington, London N7",1.0,,,1 bed flat ,Holloway Road,0.1 ,"Fantastic newly renovated one bedroom flat to rent located in a private close right by Caledonian Road tube station. The property comprises a large bedroom, luxury bathroom, spacious lounge and a separate kitchen. The property is offered furnished or ...",Available from 19th Oct 2020,https://www.zoopla.co.uk/to-rent/details/48768713
2600.0,"Florida Street, Bethnal Green E2",4.0,1.0,,4 bed duplex ,Bethnal Green,0.3 ,"We are delighted to offer to the market this beautiful newly renovated four bedroom split level apartment (no living room) situated within a low rise purpose built block in the heart of Bethnal Green, only 5 mins walk to Brick Lane, comprising bright and",,https://www.zoopla.co.uk/to-rent/details/55929909
2383.0,"Florida Street, Bethnal Green E2",3.0,1.0,1.0,3 bed duplex ,Bethnal Green,0.3 ,"We are delighted to offer to the market this beautiful newly renovated three (or four) bedroom split level apartment situated within a low rise purpose built block in the heart of Bethnal Green, only 5 mins walk to Brick Lane, comprising bright and spacio",,https://www.zoopla.co.uk/to-rent/details/55929905
1733.0,"Sir John Soane Apartments, Elephant Park, London SE17",1.0,1.0,1.0,1 bed flat ,Elephant & Castle,0.2 ,"A luxury one bed apartment set on the 2nd floor of Sir John Soane Apartments, A building forming part of the impressive 'Elephant Park' development. Features include a reception room with wood flooring, an open plan fitted kitchen with contemporary ...",Available from 18th Sep 2020,https://www.zoopla.co.uk/to-rent/details/55929890
1993.0,"Xchange Point, 22 Market Road, London N7",2.0,2.0,1.0,2 bed property ,Caledonian Road,0.1 ,"A bright and well presented apartment located moments from all amenities of Caledonian Road. The property comprises a bright reception room with access onto a private balcony, two well proportioned double bedrooms, 2 bathrooms and a modern (truncated)",Available immediately,https://www.zoopla.co.uk/to-rent/details/55929878
850.0,"Scala Street, Bloomsbury, London W1T",1.0,1.0,,1 bed flat ,Goodge Street,0.1 ,"Lettings of London is pleased to offer this well presented large double room within this shared house. Situated moments from Goodge Street & Tottenham Court Road Tube stations. Ideal for Restaurants, bars, Pubs, Gyms, Supermarkets, and more. Regents ...",Available immediately,https://www.zoopla.co.uk/to-rent/details/55929853
1928.0,"City Road, Clerkenwell, London EC1V",1.0,1.0,1.0,1 bed flat ,Old Street,0.3 ,"Video bookings available to rent this large modern and stylish one bedroom apartment in this sought after building with on site concierge and communal gymnasium on site, close to Angel and Old Street and also close to Shoreditch and approximately a 25 ...",Available immediately,https://www.zoopla.co.uk/to-rent/details/55929855
2106.0,"38, Waverton Street W1J,",,1.0,,Studio ,Green Park,0.3 ,"A magnificent studio bedroom Studio in a wonderful location, situated in London W1J, offering amazing comfortable living and convenience with simplicity. The Studio is presented in outstanding condition and fitted with all the basic facilities like: ...",Available immediately,https://www.zoopla.co.uk/to-rent/details/55929859
1582.0,"Two Fifty One, Elephant & Castle, London SE1",,1.0,1.0,Studio ,Elephant & Castle,0.1 ,"A contemporary studio on the 16th floor of the impressive Two Fifty One development. This unit includes an inviting floor plan with integrated appliances, full length windows, fitted storage and stylish bathroom suite. Located within a short walk of ...",Available from 16th Sep 2020,https://www.zoopla.co.uk/to-rent/details/55929836
1350.0,"Edgware Road, London W2",1.0,1.0,1.0,1 bed flat ,Marble Arch,0.3 ,Brand newly refurbished one bedroom apartment situated on the eighth floor of this sought after block on Edgware road.,Available immediately,https://www.zoopla.co.uk/to-rent/details/55929833
1625.0,"Conduit Place, Paddington, London W2",1.0,1.0,1.0,1 bed flat ,Paddington,0.0 ,An exceptional and unusual one bedroom apartment with a loft style feel to rent close to Lancaster Gate and Hyde Park W2. An exceptional and unusual one bedroom apartment with a loft style feel. A (truncated),Available immediately,https://www.zoopla.co.uk/to-rent/details/51766341
2059.0,"Cuthbert Street W2, Maida Vale, London,",1.0,1.0,1.0,1 bed flat ,Edgware Road Bakerloo,0.3 ,Zero deposit available. Long let. Situated within a beautiful Victorian period mansion block this wonderful 1 bedroom flat offers stylish and open plan interiors throughout. Cuthbert Street is well located moments from a wide range of amenities and ...,,https://www.zoopla.co.uk/to-rent/details/55929817
2449.0,"St Saviours Estate, London Bridge, London SE1",1.0,1.0,1.0,1 bed flat ,Bermondsey,0.6 ,"Short let. Set on the Ground floor of a well maintained block of flats, this superb 1 bedroom apartment benefits from a beautifully maintained interior. Located on the St Saviours Estate, St Vincent House is peacefully located and benefits from a ...",,https://www.zoopla.co.uk/to-rent/details/55929809
2253.0,"Hill Street, Mayfair W1J",,1.0,,Studio ,Green Park,0.3 ,A lovely studio apartment located in the popular Mayfair area.,Available immediately,https://www.zoopla.co.uk/to-rent/details/55929792
1989.0,"St. Johns Wood High Street, London NW8",1.0,1.0,1.0,1 bed flat ,St. John's Wood,0.2 ,"A modern apartment offered in good order throughout within a period building in the heart of St Johns Wood. The apartment comprises a bright and spacious reception room, separate fully fitted kitchen, utility room, wooden floors, double bedroom and ...",Available immediately,https://www.zoopla.co.uk/to-rent/details/55929779
1343.0,"Albany House, 41 Judd Street, London, London WC1H",,1.0,1.0,Studio ,Russell Square,0.2 ,"Dynamic City living in the heart of Bloomsbury, this furnished studio apartment offers a desirable quiet position within the newly renovated Albany House.",Available immediately,https://www.zoopla.co.uk/to-rent/details/40636595
3878.0,"Goodge Street, London W1T",2.0,2.0,1.0,2 bed flat ,Goodge Street,0.1 ,"Beautifully presented, high specification two bedroom two bathroom flat with private passenger lift. Double aspect flat refurbished to luxury standard in the heart of Fitzrovia. Set moments from a fantastic range of amenities on Tottenham Court Road ...",Available immediately,https://www.zoopla.co.uk/to-rent/details/55929758
1863.0,"Bezier Apartments, London EC1Y",,1.0,1.0,Studio ,Old Street,0.1 ,A fantastic studio apartment on the 7th floor of the extremely popular Bezier development on Old Street roundabout. The property features a superb open-plan reception/living space overlooking City Road and also offers; a stylish (truncated),Available immediately,https://www.zoopla.co.uk/to-rent/details/55929750
1452.0,"Paget Street, London EC1V",1.0,,,1 bed flat ,Angel,0.2 ,Black Katz are pleased to offer this stunning and newly refurbished one double bedroom flat set on the second floor of a period conversion in the heart of Angel. This immaculate property comprises an open plan kitchen lounge with wooden floors ...,Available immediately,https://www.zoopla.co.uk/to-rent/details/55929689
1885.0,"City Road, Clerkenwell, London EC1V",1.0,1.0,1.0,1 bed flat ,Old Street,0.3 ,"Video bookings available to rent this large modern and stylish one bedroom apartment in this sought after building with on site concierge and communal gymnasium on site, close to Angel and Old Street and also close to Shoreditch and approximately a 25 ...",Available immediately,https://www.zoopla.co.uk/to-rent/details/51850663
6500.0,"Montagu Square, London W1H",3.0,2.0,1.0,3 bed flat ,Marylebone,0.3 ,"A three bedroom apartment occupying the first and second floors of a Georgian townhouse on Montagu Square, which is considered one of London's most desirable Garden Squares. Both Hyde Park and Regent's Park, along with the shops, bars and restaurants ...",,https://www.zoopla.co.uk/to-rent/details/55929627
1499.0,"Bishopsgate, London EC2M",1.0,1.0,1.0,1 bed flat ,London Liverpool Street,0.1 ,"This large one double bedroom apartment minutes from Liverpool Street Station is refurbished to a modern style. The flat offers lots of natural light, wood flooring throughout and is minutes away from Spitalfields Market Abbotts Chambers is on the ...",,https://www.zoopla.co.uk/to-rent/details/55929594
1430.0,"Sloane Avenue, Chelsea SW3",,1.0,1.0,Studio ,Sloane Square,0.3 ,"An attractive 4th Floor studio is situated in the popular sloane avenue mansions in Chelsea. Ideally-located moments from the King's Road & Sloane Square, Residents benefit from 24 Hr Concierge and hot water & heating included. South kensington station.",Available immediately,https://www.zoopla.co.uk/to-rent/details/36151754
850.0,"Scala Street, Bloomsbury, London W1T",1.0,1.0,,1 bed flat ,Goodge Street,0.1 ,"Lettings of London is pleased to offer this well presented large double room within this shared house. Situated moments from Goodge Street & Tottenham Court Road Tube stations. Ideal for Restaurants, bars, Pubs, Gyms, Supermarkets, and more. Regents ...",Available immediately,https://www.zoopla.co.uk/to-rent/details/55929533
2150.0,"Knatchbull Road, London SE5",2.0,1.0,1.0,2 bed maisonette ,Loughborough Junction,0.5 ,"Rent from nla-accredited landlord - This stylish 2 bedroom garden-maisonette, in conservation area overlooking Myatt's Fields Park. A quality home with modern facilities retaining original Victorian features. Perfect p... ** Property Reference: 5696569 **",Available from 18th Sep 2020,https://www.zoopla.co.uk/to-rent/details/48782998
2030.0,"43, Waverton Street W1J,",,1.0,,Studio ,Green Park,0.3 ,"A magnificent studio bedroom Studio in a wonderful location, situated in London W1J, offering amazing comfortable living and convenience with simplicity. The Studio is presented in outstanding condition and fitted with all the basic facilities like: ...",Available immediately,https://www.zoopla.co.uk/to-rent/details/55929500
2210.0,"Sloane Avenue, Chelsea SW3",1.0,1.0,1.0,1 bed flat ,Sloane Square,0.3 ,A fabulous 421 Sq Ft one-bedroom apartment featuring floor-to-ceiling windows & private balcony in the popular sloane avenue mansions in Chelsea. Residents benefit from 24 Hr Porterage. Rent inclusive of Hot Water & Heating. South kensington 5 minutes.,Available immediately,https://www.zoopla.co.uk/to-rent/details/44994628
1625.0,"Prince Albert Road, London NW8",1.0,1.0,1.0,1 bed flat ,St. John's Wood,0.3 ,"Video viewing available. A bright one double bedroom apartment on the sixth floor of a 24 hour porter block next to Regents Park. Spacious reception room, separate kitchen, double bedroom with balcony and bathroom with shower over bath. Communal ...",,https://www.zoopla.co.uk/to-rent/details/55929425
1625.0,"Prince Albert Road, London NW8",1.0,1.0,1.0,1 bed flat ,St. John's Wood,0.3 ,"Video viewing available. A bright one double bedroom apartment on the sixth floor of a 24 hour porter block next to Regents Park. Spacious reception room, separate kitchen, double bedroom with balcony and bathroom with shower over bath. Communal ...",,https://www.zoopla.co.uk/to-rent/details/55929425
2200.0,"Patmore Estate, London SW8",3.0,1.0,,3 bed flat ,Queenstown Road (Battersea),0.3 ,"Newly refurbished to a high standard throughout, immaculately presented split level three double bedroom maisonette spread over the ground and first floor of low-rise residential block. Newly refurbished to a high standard throughout, immaculately ...",,https://www.zoopla.co.uk/to-rent/details/55929414
3358.0,"Brock Street, London NW1",2.0,2.0,1.0,2 bed flat ,Warren Street,0.1 ,"A stunning eleventh floor apartment (with lift) in this new development in Brock Street. The property consists of master bedroom with en suite bathroom, second double bedroom, one shower room, reception room with dining area and a fully fitted, open ...",Available from 17th Sep 2020,https://www.zoopla.co.uk/to-rent/details/55929416
1993.0,"Abbey Orchard Street, London SW1P",,1.0,,Studio ,St. James's Park,0.1 ,A modern studio apartment in a fantastic location.,Available immediately,https://www.zoopla.co.uk/to-rent/details/55929356
1907.0,"Arbutus Street, London E8",1.0,,,1 bed flat ,Haggerston,0.0 ,"Black Katz are pleased to offer this stunning 1 bedroom apartment with loft style features in a modern private development. The property has a large open plan kitchen/living area with a white high gloss finish kitchen, modern tiled bathroom, lofty ...",Available immediately,https://www.zoopla.co.uk/to-rent/details/55929378
1950.0,"Chiltern Court, Baker Street, London NW1",1.0,,,1 bed flat ,Baker Street,0.0 ,"A newly refurbished, well-proportioned one bedroom apartment situated on the first floor of a perfectly positioned mansion building located at the junction of Marylebone Road and Baker Street. (contd...)",Available from  9th Oct 2020,https://www.zoopla.co.uk/to-rent/details/37089055
2145.0,"Euston Road, London NW1",2.0,1.0,1.0,2 bed flat ,Warren Street,0.0 ,"A recently refurbished two bedroom apartment set on the first floor (with lift) of a popular purpose built block near Warren Street. Offering: A spacious reception room, separate fitted kitchen, two good sized double bedrooms and a white suite ...",Available immediately,https://www.zoopla.co.uk/to-rent/details/55929251
2232.0,"Chilworth Mews, London W2",2.0,1.0,1.0,2 bed flat ,London Paddington,0.1 ,"This totally refurbished and extremely modern split level two bedroom apartment is situated on Chilworth Mews close to the travel amenities of Paddington Station (Bakerloo, Circle and District lines) as well as the National Rail station, which offers ...",Available from  5th Oct 2020,https://www.zoopla.co.uk/to-rent/details/55929217
2275.0,"Tyssen Street, London E8",2.0,,,2 bed flat ,Dalston Kingsland,0.2 ,"Black Katz are pleased to offer this stunning modern live/work two bedroom apartment with loft style features in a modern private development. The property has a large living area with exposed brick works, two modern bathroom one of which is en-sute, ...",Available immediately,https://www.zoopla.co.uk/to-rent/details/55929170
2275.0,"Tyssen Street, London E8",2.0,,,2 bed flat ,Dalston Kingsland,0.2 ,"Black Katz are pleased to offer this stunning modern live/work two bedroom apartment with loft style features in a modern private development. The property has a large living area with exposed brick works, two modern bathroom one of which is en-sute, ...",Available immediately,https://www.zoopla.co.uk/to-rent/details/55929168
1863.0,"Allitsen Road, London NW8",2.0,1.0,1.0,2 bed flat ,St. John's Wood,0.3 ,"A recently refurbished apartment available within this purpose built block. This property comprises of two bedrooms, a fully fitted kitchen and great entertaining space",Available immediately,https://www.zoopla.co.uk/to-rent/details/55929137
2383.0,"Hurlock Heights, Elephant Park, Elephant & Castle SE17",2.0,2.0,1.0,2 bed flat ,Elephant & Castle,0.4 ,"10th floor, two bed apartment within Hurlock Heights, Elephant Park SE17. Comprising a contemporary bathroom suite and two large double bedrooms with fitted wardrobes, master ensuite. A naturally bright dual aspect living area with floor-to-ceiling ...",Available from 19th Sep 2020,https://www.zoopla.co.uk/to-rent/details/55929054
3431.0,"Edgware Road, London W2",1.0,1.0,1.0,1 bed flat ,Edgware Road Bakerloo,0.2 ,"A brand new, luxury second floor apartment (with lift) located in the prestigious new development of West End Gate. The apartment is presented to the highest of standards throughout and comprises master bedroom with one double bedroom, one bathroom, ...",Available immediately,https://www.zoopla.co.uk/to-rent/details/55928977
1798.0,"Bulstrode Street, London W1U",1.0,1.0,1.0,1 bed flat ,Bond Street,0.3 ,This ground floor one bedroom apartment is located in the heart of Marylebone just off the popular Marylebone High Street close to Baker Street underground station and a short walk to Oxford Street.,Available immediately,https://www.zoopla.co.uk/to-rent/details/55928953
2730.0,"Avantgarde Tower, London E1",2.0,2.0,1.0,2 bed flat ,Shoreditch High Street,0.1 ,"A two bedroom, two bathroom apartment on the 3rd floor of the ever popular Avantgarde development, located in the heart of shoreditch. This newly redecorated contemporary apartment includes a fully fitted open plan kitchen and living (truncated)",Available from  5th Oct 2020,https://www.zoopla.co.uk/to-rent/details/47406544
3185.0,"Linfield, Sidmouth Street, Bloomsbury WC1H",4.0,1.0,,4 bed flat ,King's Cross St. Pancras,0.3 ,"Property benefits being completely refurbished throughout. Property boasts three good size bedrooms with a large separate lounge which is currently being used as the fourth bedroom. Separate fitted kitchen with dining space, Property boasts a fully ...",Available immediately,https://www.zoopla.co.uk/to-rent/details/55928872
3033.0,"Munster Square, Euston NW1",4.0,1.0,,4 bed flat ,Warren Street,0.2 ,"A commodious 4 bedroom maisonette (lounge is being used as bedroom 4) situated on the ground & 1st floor of a low rise building located in the ever popular Regents Park estate, benefiting of wood flooring, GCH, double glazing & neutral decor ...",,https://www.zoopla.co.uk/to-rent/details/55928851
2167.0,"5 Chicheley Street, County Hall, Waterloo, London SE1",2.0,2.0,1.0,2 bed flat ,Waterloo,0.1 ,"Icon Residential are pleased to offer a 2 bedroom apartment in the North Block of County Hall. A Large living room, 2 double bedrooms, en-suite and separate WC/Shower. You also get free access to the private health club that includes a gym and ...",Available immediately,https://www.zoopla.co.uk/to-rent/details/55928819
3033.0,"Shad Thames, London SE1",2.0,2.0,1.0,2 bed flat ,Tower Hill,0.4 ,"An incredible two double bedroom apartment set in the heart of Shad Thames by The River Thames. Spread over 1,300 square feet, this property is one of a kind. There is also a large balcony over the cobbled streets of Shad Thames. Butlers Wharf is ...",,https://www.zoopla.co.uk/to-rent/details/55928782
4333.0,"Queen's Gate, London SW7",3.0,2.0,,3 bed flat ,Gloucester Road,0.1 ,An exceptionally bright and well presented three bedroom flat on the second floor (with lift) of this Victorian building.,,https://www.zoopla.co.uk/to-rent/details/55928774
2600.0,"The Tower, One St George Wharf, Nine Elms SW8",,1.0,1.0,Studio ,Vauxhall,0.2 ,"A Manhattan Suite apartment of the highly sought One St George Wharf (The Tower). This beautifully finished property further benefits from a luxury shower room, a large open plan reception room and full-width floor to ceiling windows framing views ...",Available from 13th Sep 2020,https://www.zoopla.co.uk/to-rent/details/55928770
1067.0,"Courland Grove, London SW8",,,,Studio ,Wandsworth Road,0.3 ,"- one months rent included – A selection of studios designed spesifically for renting by uncle, whom are dedicated to bringing high-quality homes and renting as it should be. Uncle believes you shouldn’t have to own a home to be treated like a home owner.",Available immediately,https://www.zoopla.co.uk/to-rent/details/55928724
1907.0,"Gloucester Terrace, London W2",2.0,1.0,1.0,2 bed flat ,Royal Oak,0.2 ,"A bright two bedroom one bathroom apartment on the first floor of this white stucco building. Accommodation comprises: Two double bedrooms, separate family bathroom, open plan reception, kitchen. Terrace. This property is in a fantastic location ...",Available from 19th Oct 2020,https://www.zoopla.co.uk/to-rent/details/52742937
5200.0,"The Cottage, Wadham Gardens, Primrose Hill, London NW3",3.0,3.0,1.0,3 bed detached house ,Swiss Cottage,0.3 ,A stunning three bedroom cottage with private patio garden.,,https://www.zoopla.co.uk/to-rent/details/55928639
1387.0,"Cordage House, Cobblestone Square, London E1W",,1.0,1.0,Studio ,Wapping,0.2 ,"Smart, stylish and slick studio-suite in the modern Park Vista Tower in Wapping. The property comprises: Entrance hall, open plan reception/kitchen/bedroom, luxury bathroom. The apartment is finished to a premium spec and is available furnished or ...",Available from 18th Oct 2020,https://www.zoopla.co.uk/to-rent/details/55928616
2275.0,"Gatliff Road, Grosvenor Waterside SW1W",1.0,1.0,1.0,1 bed flat ,Sloane Square,0.4 ,"A stunning 528 Sq Ft one-bedroom apartment in grosvenor waterside where residents enjoy 24 Hr Concierge, a Health Club, Sainsburys Market & on-site café & nearby battersea park. For commuters, Sloane Square & victoria station are within 5-10 mins.",Available immediately,https://www.zoopla.co.uk/to-rent/details/55928457
1712.0,"Thomas More Street, London E1W",1.0,1.0,1.0,1 bed flat ,Tower Gateway,0.4 ,"This one bedroom apartment is set in the heart of St Katherine Docks. The apartment has a large reception leading onto a private balcony, a separate kitchen and a large bedroom with built-in storage. Communal heating system so free heating and hot ...",,https://www.zoopla.co.uk/to-rent/details/55928344
1625.0,"Binnacle House, London E1W",,1.0,1.0,Studio ,Wapping,0.2 ,"Enviably placed for the City and Canary Wharf, this luxurious studio suite offers a contemporary living and entertaining space with private balcony.",Available immediately,https://www.zoopla.co.uk/to-rent/details/55928324
1712.0,"Thomas More Street, London E1W",1.0,1.0,1.0,1 bed flat ,Tower Gateway,0.4 ,"This one bedroom apartment is set in the heart of St Katherine Docks. The apartment has a large reception leading onto a private balcony, a separate kitchen and a large bedroom with built-in storage. Communal heating system so free heating and hot ...",,https://www.zoopla.co.uk/to-rent/details/55928315
3445.0,"Bridgeway Street, Camden, London NW1",3.0,,1.0,3 bed flat ,Mornington Crescent,0.2 ,"Three bedroom flat just a short walk from euston station. Benefitting from fitted kitchen, three double bedrooms, lounge and family bathroom. Furnished.",Available immediately,https://www.zoopla.co.uk/to-rent/details/55928289
1343.0,"Bartholomew Close, London EC1A",,1.0,1.0,Studio ,Barbican,0.1 ,"A small but perfectly formed studio in a quiet yet very well positioned City location. This property offers a light bright studio room with bed, desk and chair and a light outlook, open plan kitchen with washing machine and separate tiled bathroom ...",Available from  3rd Oct 2020,https://www.zoopla.co.uk/to-rent/details/53744735
2275.0,"Gatliff Road, Grosvenor Waterside SW1W",1.0,1.0,1.0,1 bed flat ,Sloane Square,0.5 ,"A stunning 516Sq Ft one-bedroom apartment with balcony in grosvenor waterside where residents enjoy 24 Hr Concierge, a Health Club, Sainsburys Local Market & on-site Café, and nearby battersea park. For commuters, sloane square & victoria stations.",Available immediately,https://www.zoopla.co.uk/to-rent/details/55928218
1595.0,"Theobalds Road, London WC1X",1.0,,,1 bed flat ,Holborn,0.2 ,"**** prime location / must be seen *** Strettons Residential are delighted to offer this one bedroom split level apartment which is situated within 0.4 mile to Holborn, Chancery Lane & Russell Spuare Underground Stations (Central & Piccadilly Lines) ...",,https://www.zoopla.co.uk/to-rent/details/55928117
1408.0,"Park Vista Tower, Cobblestone Square, London E1W",,,,Detached house ,Wapping,0.2 ,"***video within listing*** Smart, stylish and slick studio-suite a premium Park Vista Tower in Wapping. The property comprises: Entrance hall, open plan reception/kitchen/bedroom, luxury bathroom. The apartment is finished to a premium spec and is ...",Available from 18th Oct 2020,https://www.zoopla.co.uk/to-rent/details/55927938
2070.0,"Sunlight Square, London E2",2.0,1.0,1.0,2 bed flat ,Bethnal Green,0.1 ,"Located within Sunlight Square, a popular gated development (with concierge) a short walk from Bethnal Green tube is this stunning 2 bedroom loft style / warehouse conversion. The property which measures over 900sq. Ft. Benefits from a wealth (truncated)",Available from 15th Oct 2020,https://www.zoopla.co.uk/to-rent/details/52551354
1842.0,"Ebury Bridge Road, Pimlico, London SW1W",2.0,1.0,1.0,2 bed flat ,Sloane Square,0.3 ,Long let. With a great location close to Battersea Park and Sloane Square this smart 2 bedroom flat has been recently refurbished to a high standard with stylish fixtures and fittings throughout. Ebury Bridge Road is a popular residential area close ...,,https://www.zoopla.co.uk/to-rent/details/55927740
1950.0,"Queensland Road, Highbury, London N7",2.0,2.0,1.0,2 bed flat ,Drayton Park,0.1 ,"Long let. Set within a striking, contemporary, residential development, this fabulous two bedroom flat boasts modern, well presented interiors, generously proportioned living space and a private paved terrace. Occupying a prime position moments from ...",,https://www.zoopla.co.uk/to-rent/details/55927239
2275.0,"Pentonville Road, Angel, London N1",2.0,2.0,1.0,2 bed flat ,Angel,0.2 ,"Long let. Located in the heart of Angel, this 2 bedroom 2nd floor flat offers spacious interiors and neutral décor throughout with abundance of natural light and 2 south-facing balconies. Being just moments from Angel this superb flat is within easy ...",,https://www.zoopla.co.uk/to-rent/details/55927234
2000.0,"Queensland Road, Islington, London N7",2.0,1.0,1.0,2 bed flat ,Drayton Park,0.1 ,"Long let. Set within a striking residential development, this 2 bedroom 6th floor flat boasts modern, well presented interiors with generous living space and a private balcony. Occupying a prime position moments from the Emirates Stadium, Queensland ...",,https://www.zoopla.co.uk/to-rent/details/55927235
2384.0,"City Road, Old Street, London EC1Y",2.0,2.0,1.0,2 bed flat ,Old Street,0.1 ,"Zero deposit available. Long let. Set within a smart development this stylish two bedroom flat offers ample living space with contemporary décor, luxurious bathroom suites and underground parking. The Lexington is a luxurious residential block just ...",,https://www.zoopla.co.uk/to-rent/details/55927220
2578.0,"John Kirk House, John Street, Bloomsbury WC1N",2.0,2.0,1.0,2 bed flat ,Chancery Lane,0.3 ,"A lovely two bedroom, two bathroom apartment on the third floor of a beautiful converted Georgian building in Bloomsbury. The apartment has an open plan kitchen/reception room, master bedroom with en-suite shower room, guest bedroom and a guest ...",Available from 16th Sep 2020,https://www.zoopla.co.uk/to-rent/details/47589387
2790.0,"Leirum, Angel-Islington N1",4.0,2.0,,4 bed maisonette ,Caledonian Road & Barnsbury,0.5 ,"Split level 4 bedroom property with two bathrooms, separate kitchen-diner and outdoor spaces. Situated within walking distance from Kings Cross and near bus routes.",Available immediately,https://www.zoopla.co.uk/to-rent/details/55927095
9100.0,"Green Street, London W1K",2.0,,,2 bed flat ,Bond Street,0.1 ,"This spectacular, interior designed, north east facing, two-bedroom Mayfair apartment, is located just off Oxford Street. This second-floor luxury apartment has been finished to the highest of specifications with key features including floor to ...",,https://www.zoopla.co.uk/to-rent/details/55927062
2817.0,"Manson Place, London SW7",2.0,2.0,1.0,2 bed flat ,South Kensington,0.2 ,Modern and spacious flat on an exclusive street in South Kensington,,https://www.zoopla.co.uk/to-rent/details/42139339
4117.0,"Queen's Gate, London SW7",2.0,2.0,1.0,2 bed flat ,South Kensington,0.2 ,Wonderful first floor flat in a prestigious location with private balcony.,,https://www.zoopla.co.uk/to-rent/details/40616409
2947.0,"Queen's Gate, London SW7",2.0,2.0,1.0,2 bed flat ,South Kensington,0.2 ,Two bedroom apartment in South Kensington with a private patio,,https://www.zoopla.co.uk/to-rent/details/40616410
3402.0,"Kinnerton Place North, London SW1X",1.0,1.0,1.0,1 bed mews house ,Knightsbridge,0.1 ,A well presented one bedroom house quietly tucked away in a private mews off Kinnerton Street.,,https://www.zoopla.co.uk/to-rent/details/55926630
2492.0,"Lennox Gardens, London SW1X",1.0,1.0,1.0,1 bed flat ,Sloane Square,0.3 ,Highly desirable one bedroom flat located on one of Knightsbridge's most prestigious garden squares.,,https://www.zoopla.co.uk/to-rent/details/16994680
2795.0,"Ebury Street, London SW1W",2.0,2.0,1.0,2 bed flat ,London Victoria,0.1 ,Beautifully presented two bedroom apartment in a sought-after portered building with communal gardens.,,https://www.zoopla.co.uk/to-rent/details/19324752
3445.0,"Pont Street, London SW1X",2.0,1.0,1.0,2 bed flat ,Sloane Square,0.3 ,A recently refurbished and exceptionally bright two bedroom flat in this modern apartment block in Belgravia.,,https://www.zoopla.co.uk/to-rent/details/46279372
3445.0,"Pont Street, London SW1X",2.0,1.0,1.0,2 bed flat ,Sloane Square,0.3 ,A recently refurbished and exceptionally bright two bedroom flat in this modern apartment block in Belgravia.,,https://www.zoopla.co.uk/to-rent/details/46279372
6478.0,"South Eaton Place, London SW1W",3.0,2.0,1.0,3 bed flat ,Sloane Square,0.1 ,A recently refurbished and excellently presented and beautifully decorated three bedroom apartment on South Eaton Place.,,https://www.zoopla.co.uk/to-rent/details/46290266
1473.0,"Gloucester Place, Marylebone, London NW1",1.0,1.0,1.0,1 bed flat ,Baker Street,0.1 ,"A one bed apartment set on the first floor of a period conversion, the property benefits from high ceilings and neutral decor, separate fully fitted kitchen, bathroom with bath and shower, separate storage room, close to the open spaces of Regents ...",Available from 17th Oct 2020,https://www.zoopla.co.uk/to-rent/details/55926442
1595.0,"White Church Lane, London E1",2.0,1.0,1.0,2 bed flat ,Aldgate East,0.1 ,Olympia properties are please to present this 2 Bedroom Flat in highly sought after zone 1 locationProperty benefits from open Kitchen/lounge and 2 separate double room• Laminated floor throughout• Mins to all loca,Available immediately,https://www.zoopla.co.uk/to-rent/details/55926391
3250.0,"Principal Tower, 2 Worship Street, London EC2A",1.0,1.0,1.0,1 bed flat ,London Liverpool Street,0.2 ,"The ultimate City Pad. This apartment offers panoramic views of West London from the 25th floor in one of the City's most luxurious developments, Principal Tower. The interior has been specified to the very standards. The apartment, situated on the ...",Available immediately,https://www.zoopla.co.uk/to-rent/details/55926222
1170.0,"Camden High Street, Camden Town, London NW1",,1.0,,Studio ,Mornington Crescent,0.1 ,Zero deposit available. Long let. Affording an excellent location in the heart of Camden Town this excellent studio apartment is set on the first floor and provides a studio room flooded with natural light and a separate shower room. Camden High ...,,https://www.zoopla.co.uk/to-rent/details/55926116
1680.0,"Netley Street, Camden, London NW1",1.0,1.0,1.0,1 bed flat ,Euston Square,0.2 ,"Zero deposit available. Long let. This 1 bedroom, second floor apartment offers fabulous open-plan living space with a modern kitchen, a bright south-facing aspect and a superb location moments from amenities and transport links. This property ...",,https://www.zoopla.co.uk/to-rent/details/55926113
3250.0,"Bridgeway Street, King's Cross, London NW1",3.0,1.0,,3 bed flat ,Mornington Crescent,0.2 ,"Long let. This is a bright and well-proportioned 4 bedroom apartment on the third floor, benefiting from a recent refurbishment and access to communal gardens. Bridgeway Street is situated moments from the amenities in Euston and King's Cross, and ...",,https://www.zoopla.co.uk/to-rent/details/55926115
